frame_index,timestamp_s,timestamp_hms,count_car,count_bus,count_truck,count_2w,count_3w,count_other,total_count,density
282,9.393390036386807,0:00:09,6,2,0,16,9,0,33,0.55
283,9.426699930132859,0:00:09,8,2,0,15,10,0,35,0.5833333333333334
284,9.460009823878911,0:00:09,9,2,0,15,10,0,36,0.6
285,9.493319717624964,0:00:09,13,2,0,14,9,0,38,0.6333333333333333
286,9.526629611371016,0:00:09,9,2,0,13,9,0,33,0.55
287,9.55993950511707,0:00:09,12,2,0,14,9,0,37,0.6166666666666667
288,9.593249398863122,0:00:09,13,2,0,15,9,0,39,0.65
289,9.626559292609175,0:00:09,12,3,0,14,9,0,38,0.6333333333333333
290,9.659869186355227,0:00:09,15,3,0,14,9,0,41,0.6833333333333333
291,9.69317908010128,0:00:09,15,3,0,15,9,0,42,0.7
292,9.726488973847331,0:00:09,11,3,0,14,9,0,37,0.6166666666666667
293,9.759798867593384,0:00:09,13,3,0,14,9,0,39,0.65
294,9.793108761339436,0:00:09,10,3,1,16,9,0,39,0.65
295,9.826418655085488,0:00:09,8,3,2,15,9,0,37,0.6166666666666667
296,9.859728548831542,0:00:09,8,3,2,15,10,0,38,0.6333333333333333
297,9.893038442577595,0:00:09,8,2,3,15,9,0,37,0.6166666666666667
298,9.926348336323647,0:00:09,7,3,4,16,9,0,39,0.65
299,9.9596582300697,0:00:09,7,2,4,15,9,0,37,0.6166666666666667
300,9.992968123815752,0:00:09,8,2,3,15,9,0,37,0.6166666666666667
301,10.026278017561804,0:00:10,7,2,2,15,9,0,35,0.5833333333333334
302,10.059587911307856,0:00:10,7,2,4,15,9,0,37,0.6166666666666667
303,10.092897805053909,0:00:10,8,2,5,15,9,0,39,0.65
304,10.126207698799961,0:00:10,8,3,4,14,9,0,38,0.6333333333333333
305,10.159517592546015,0:00:10,10,2,3,14,9,0,38,0.6333333333333333
306,10.192827486292067,0:00:10,10,3,2,14,9,0,38,0.6333333333333333
307,10.22613738003812,0:00:10,8,3,3,15,9,0,38,0.6333333333333333
308,10.259447273784172,0:00:10,9,3,2,14,9,0,37,0.6166666666666667
309,10.292757167530224,0:00:10,10,3,2,14,9,0,38,0.6333333333333333
310,10.326067061276277,0:00:10,7,4,2,14,9,0,36,0.6
311,10.359376955022329,0:00:10,5,4,2,15,9,0,35,0.5833333333333334
312,10.392686848768381,0:00:10,8,4,4,14,9,0,39,0.65
313,10.425996742514434,0:00:10,8,4,2,15,9,0,38,0.6333333333333333
314,10.459306636260488,0:00:10,8,3,2,14,9,0,36,0.6
315,10.49261653000654,0:00:10,7,3,2,15,9,0,36,0.6
316,10.525926423752592,0:00:10,7,3,2,14,9,0,35,0.5833333333333334
317,10.559236317498645,0:00:10,7,4,3,14,9,0,37,0.6166666666666667
318,10.592546211244697,0:00:10,9,2,3,14,9,0,37,0.6166666666666667
319,10.62585610499075,0:00:10,7,3,3,14,9,0,36,0.6
320,10.659165998736801,0:00:10,8,3,3,15,9,0,38,0.6333333333333333
321,10.692475892482854,0:00:10,7,2,5,15,9,0,38,0.6333333333333333
322,10.725785786228906,0:00:10,6,4,3,15,9,0,37,0.6166666666666667
323,10.75909567997496,0:00:10,7,3,4,16,9,0,39,0.65
324,10.792405573721013,0:00:10,8,4,3,16,9,0,40,0.6666666666666666
325,10.825715467467065,0:00:10,6,4,5,16,9,0,40,0.6666666666666666
326,10.859025361213117,0:00:10,7,3,4,16,9,0,39,0.65
327,10.89233525495917,0:00:10,8,3,2,16,10,0,39,0.65
328,10.925645148705222,0:00:10,7,3,4,14,10,0,38,0.6333333333333333
329,10.958955042451274,0:00:10,8,3,3,15,10,0,39,0.65
330,10.992264936197326,0:00:10,8,3,4,15,9,0,39,0.65
331,11.025574829943379,0:00:11,9,3,2,15,9,0,38,0.6333333333333333
332,11.058884723689433,0:00:11,11,3,3,15,9,0,41,0.6833333333333333
333,11.092194617435485,0:00:11,8,4,2,15,9,0,38,0.6333333333333333
334,11.125504511181537,0:00:11,11,4,1,16,10,0,42,0.7
335,11.15881440492759,0:00:11,13,4,2,16,10,0,45,0.75
336,11.192124298673642,0:00:11,12,4,0,15,9,0,40,0.6666666666666666
337,11.225434192419694,0:00:11,12,3,0,16,9,0,40,0.6666666666666666
338,11.258744086165747,0:00:11,12,4,0,15,9,0,40,0.6666666666666666
339,11.292053979911799,0:00:11,12,4,0,17,9,0,42,0.7
340,11.325363873657851,0:00:11,11,3,0,17,9,0,40,0.6666666666666666
341,11.358673767403905,0:00:11,12,3,0,16,9,0,40,0.6666666666666666
342,11.391983661149958,0:00:11,13,3,0,16,9,0,41,0.6833333333333333
343,11.42529355489601,0:00:11,11,3,0,17,9,0,40,0.6666666666666666
344,11.458603448642062,0:00:11,11,3,0,17,9,0,40,0.6666666666666666
345,11.491913342388115,0:00:11,13,3,0,16,9,0,41,0.6833333333333333
346,11.525223236134167,0:00:11,12,3,0,15,9,0,39,0.65
347,11.55853312988022,0:00:11,11,2,0,15,9,0,37,0.6166666666666667
348,11.591843023626272,0:00:11,11,2,0,15,9,0,37,0.6166666666666667
349,11.625152917372324,0:00:11,14,2,0,15,9,0,40,0.6666666666666666
350,11.658462811118378,0:00:11,12,2,0,16,9,0,39,0.65
351,11.69177270486443,0:00:11,10,2,0,15,9,0,36,0.6
352,11.725082598610483,0:00:11,11,2,0,15,9,0,37,0.6166666666666667
353,11.758392492356535,0:00:11,11,3,0,16,8,0,38,0.6333333333333333
354,11.791702386102587,0:00:11,11,3,0,15,8,0,37,0.6166666666666667
